Comment	sentiment
Tapi tugas kita untuk kasih tahu mana yg baik dan yg buruk kaq Sacha	
aku udah lama jadi fujoshi, bukan hanya nonton animenya atau filmnya, aku juga pernah pura2 jadi cowok di sosmed biar masuk grup lgbt.<br>dan nyatanya gay tidak semuanya berkepribadian jelek.<br>gay juga gak selamanya &#39;melambai&#39; dan &#39;gemulai&#39; melainkan malah yg manly itu banyak yg gay.<br>setelah itu aku juga masuk kedunia lesbi. padahal aku ni cewek. coba baca cerita tentang lesbi. awalnya sih jijik seperti awal baca cerita gay. tapi sekarang malah biasa aja.<br>dan orientasi ku toh masih straight tuh gak belok.<br>masih suka laki2 tuh 😂<br>tapi penyakit fujoshi itu biasanya suka masang2in cowok2 yang ada di kekitarnya.<br>bahkah cowok yang dia suka pun suka di pasang2in sama cowok sahabatnya gitu<br>sebenernya yg bahaya itu fujoshi. otaknya lebih kotor 😂	
suatu saat nanti kalo gua punya anak, gua sih terserah anak gua mau dia atheis, islam, kristen, agnostik, lgbt atau apapun itu gua terima, dia punya hak. asal jgn mencuri, membunuh, narkoba dan hal2 yg menurut gua g baik	
gay itu PILIHAN  jangan Jauhi,tetap rangkul mereka,karena mereka pun Makhluk Tuhan,Gay  itu Bukan Teroris dan Gay itu Bukan Nyalahin Norma,sekali lagi Gay itu adalah Pilhan, Thanks Sacha ... Love You.	
Orang orang : Bhinneka Tunggal Ika, harus menerima perbedaan!<br>Gay : halo<br>orang orang : AGDJSVDKABKDBSISBJS D TOLONG DVJSBDJSBXNSBS	
banyak yg menolak berteman dgn gay atau lesbian. tapi saya berteman tidak pandang bulu. anda gay atau lesbian gak masalah buat saya. asal saya tidak pakai cara anda. anda gay silahkan yg penting tidak ngajak saya gay. sikap saya seperti nelayan dan ikan lumba2. nelayan berteman baik dengan lumba2 untuk mencari ikan bersama tapi nelayan tidak mungkin nyebur ke laut dan hidup di laut bersama lumba2. mereka punya kehidupan sendiri2.	
Apa artinya ya beragama kalo masih benci dan jijik sama sesama, menganggap mereka lebih rendah dan ga layak dekat dengan kita? hmm..	
Aku gapeduli kalo anda gay, lesbian, bisex, islam kristen budha katolik atau konghucu. Kalau anda bersikap baik, saya juga baik. So be nice biarin aja mereka, kalo urusan agama itu kembali ke pribadi masing masing	
Anda konyol tidak ada yang salah dengan menjadi LGBT dan saya berpikir bahwa orang indonesia harus mengubah sikap sana!	
pro ga pro sih soalnya msh banyak hal lain yg lebih penting harus kita perhatikan seperti korupsi, kemiskinan, pendidikan.	
klo liat liat dari komen yang ada, yang pasti ada yang pro dan ada yang kontra. Ada yang bilang Gay itu natural lah, gak mau dipaksa berhubungan dengan yang bukan keinginnannya lah... dan BLA BLA BLA BLA..<br><br>dalam sebuah jajak pendapat udah pasti bisa terlihat yang Pro bahkan memberikan semua argumen dan semua yang melengkapi argumennya dia. Begitu juga sama yang Kontra ya bakalan sama ajah.<br><br>saya sendiri sih gak risih yah sama LGBT asalkan gak ganggu saya. Saya juga punya temen yang GAY dan LESBI tapi kita temenan ajah gtu. tapi pernah suatu saat ada temen gay saya yang dia suka sama saya. ya saya takut sih enggk tapi saya kan Gak gay. Saya kasih pengertian ajah Klo saya gak Gay. Dia emng mengeti sih dan udah gak pernah nyoba suka lagi sama saya. tapi pernah juga ada temannya dari temen saya yang GAY juga sempet suka sama saya dan klo yang ini mah gak sedikit menganggu. Klo yang seperti ini saya sikapinya agak sedikit keras dan agak saya hindari.<br><br>jadi menurut saya dan ini mah hanya untuk diri saya sendiri :<br>1. Saya gak risih sama LGBT<br>2. saya punya temen yg Gay dan LESBI juga<br>3. Tapi saya tidak LGBT<br><br>Cuman sedikt cerita dari saya ada teman saya yang Gay akhirnya mereka memilih juga untuk kembali ke Kodratnya sebagai laki2. Terus saya Tanya kenapa mau kembali lagi ke kodratnya dia jawab &quot; saya lelah dengan dunia saya yg saat ini saya pengen kembali lagi ke kodrat saya&quot;. jawaban yang simple tapi membuat saya semakin yakin klo jadi Gay juga gak seenak yang ada di angan2 tetep ajah masalah mah selalu akan muncul.  Karena teman saya itu asalnya gak GAY, dia udah nikah dlunya dan diselingkuhin sama istrinya, dia sakit hati, kecewa dan akhirnya main kedunia malam terus kenal sama yang gay terus jadi gay. Intinya dia jadi gay karena sakit hati sama istrinya dan berharap dengan jadi GAY bakalan gak kaya gtu.<br><br>*( Kenapa saya banyak punya teman Gay, Karena saya kerja di Resto dan di resto saya itu ada 3 orang gay dan 2 orang lesbi. karena kita suka maen bareng klo udah plng kerja ya udah pasti suka ketemu sama temen2nya mereka juga dan akhirnya kenal)<br><br>yang jadi pertanyaan saya ( terutama buat yang Pro LGBT) :<br>1. apakah dengan berhubungan sesama jenis akan membuat hubungan menjadi lebih baik?<br>2. Kanapa jumlah LGBT semakin meningkat, klo mememang gay bawaan dari Lahir? apakah bisa LGBT bisa di turunkan secara GENETIK?<br>3. secara Kesehatan apakan hubungan sesama jenis itu sehat (SEX) jika iya tunjukan hasilnya? jika tidak, dampak apa sajah yang akan timbul?<br>4. Negara mana sajah kah yang memperbolehkan hubungan sesama jenis? bandingkan dengan yang tidak memperbolehkan?<br><br>terima kasih, maaf yah cuman mencurahkan isi dam pikiran saja<br>tenkyu +sachastevenson	
Please sacha bikin video lagi seperti ini tapi survey untuk ATHEIST please please	
Mrs. Sacha, menurut saya bukan masalah suka/tidak suka masyarakat thd LGBT, isu yg berkembang sekarang adalah minta dilegalkan/diakuinya keberadaan mereka, sebenarnya itulah yang dicemaskan sekarang, bagaimanapun LGBT itu adl penyakit, penyakit selayaknya dicegah/dihindari/mungkin ditakuti.<br><br>Bagaimana mereka menjawab, entah itu &quot;tidak suka&quot; lah, &quot;tidak terima&quot; lah, &quot;tidak mau berteman&quot; lah, saya rasa itu hanya ekspresi takut mereka thd penyakit tsb.<br><br>Kalau dari saya, justru yg harusnya open minded adalah yang terjangkit LGBT, akui kalau kalian (yg terjangkit) memang sedang sakit, dan butuh pertolongan utk disembuhkan, bukannya malah defensive dan mencari2 pembenaran agar eksistensinya diakui bahkan dilegalkan, saya yakin masyarakat pasti sangat open dan akan membantu.	
Salah, salah aja. Jangan yang Salah jadi Benar.<br>Tuhan menciptakan Adam dan inul, bukan Adam dan ipul.	
Gue org yg open minded dalam segala hal..<br>ngk pernah mau melihat sisi negatif org lain, gue ngk takut buat bertemen sm mereka krn jujur temen2 gue banyak yg menyimpang<br>mungkin dulu sebelum kenal mereka gue agak risih n takut, tp setelah kenal n tau jalan hidup mrk gue jd sadar kalau mrk itu juga manusia yg punya hati..<br>siapa sih yg ngk mau hidup normal?<br>mrk juga kalau bisa ngk mau punya penyimpangan kya gini,  di jauhin temen, dicela, disumpahin, dibuang sm keluarga..seandainya lu yg jd mereka apa lu bakalan kuat?<br>Ngk semua gay/les itu ngerugiin kok, mrk juga tau tempat n tau kewajaran! <br>Kalau ngomongin agama n dosa sih ngk akan habis2nya..biarin aja toh itu urusan mereka pribadi sama Tuhan kan? Dosa2nya dia, bukan kita.<br>Toh kita yg normal belum tentu suci kan?<br>siapa tau dosa kita lebih banyak dr mereka..<br>Jdi gue harap kalian jangan melihat org dr sisi negatifnya kalau sisi positifnya masih ada.<br><a href="http://www.youtube.com/results?search_query=%23StayStrong">#StayStrong</a>	
gile sacha IPK nya dulu 3.8 <b>clap</b>	
LGBT di indo?? Selama bisa baik2 aja, bisa saling bantu, bisa saling menghormati, bisa saling &quot;menyayangi&quot;, bisa saling berbagi, why not!! Gak ada yang perlu di hakimi kok.. Udah ada Tuhan dan Utusannya yang mengatur.. Semua punya jalanya.. Satu hal perbaiki diri sendiri sebelum perbaiki orang lain!!	
gua punya temen gay, dari smester 1 sampe lulus.  dia lebih manusia dari kebanyakan org yg gua tau. dan dia ga pernah melakukan hal2 aneh ke gua. g tau ya apa dia tau limitation and boundary ato apa. tpi mungkin whats inside his heart is better even if he is gay. ga usah risih ato ngejudge sih mnrt ku. karena kita belum tentu yg pling benar.  karena menurut ku jadi sahabat yg baik itu better daripada mencari sahabat baik. thx	
lGBT = HARAM!  jangan bicara soal HAM!  ini masalah penyimpangan!  penyakit yg harus di sembuhin,,dan pelanggaran NORMA serta AGAMA!<br>JELAS KEBERADAAN MEREKA SANGAT MENGGANGGU!!<br>jangan BERANTAS orangnya, tp BERANTAS PENYAKIT LGBT nya! <br>itu penyakit!	
ini bule ngomong soal bohong mata nya ada yg aneh<br>jangan jualan islam kamu ga pantas	
Lgbt ga punya tuhan dan agama, open minded itu bukan berarti semau lw, agama manapun melarang, sudah ada satu negara dibumi hanguskan, semuanya lgbt, ya ini youtubernya orang barat ya susah lah, pandangan berbeda barat dan timur, klo mau hidup disini harusnya menghormafi budaya disini yg berdampingan dengan agama	
Yang jadi masalah buat LGBT adalah: Mereka akan selalu berupaya menularkan kepada yag lain, baik itu anaknya (atau anak angkatnya) dan begitulah seterusnya. Nah, gimana generasi kedepannya suatu bangsa kalau semakin banyak warganya yg LGBT? Selain itu, LGBT di Indonesia beda sama di negara maju, di Indonesia sekitar 70-80% LGBT nya LEBAY, ngomongnya norak, kelakuannya gak sopan, tingkat sosialnya juga ndeso. Beda sama LGBT luar yg tetap santun. Tapi kalau cuma berteman sih gak papa, oke2 aja.	
buat para lelaki background voice... bung, gua pribadi ga takut ama kaum lu, cuma satu, jijik! udah itu doang. orientasi sex lu bermasalah aka berpenyakit. &quot;ah masa?&quot; ngaca aja apa lu bisa punya anak kalo batang ama batang? manusia kodrat manusiawinya menghasilkan keturunan, dgn mental lu begitu rusak dah generasi.<br>menyangkut survey sacha disini, knp masyarakat kebanyakan resah dgn keberadaan mereka? 1. mereka orientasinya ga sesuai norma 2. perilaku tsb khawatir ditularkan &quot;woy ini bukan virus, ini dari lahir&quot;. berandai dulu ya, jika anda normal, punya anak, tinggal setetangga dgn kaum gay, trus anak nanya &quot;ma, pa, kok itu mas2nya mesra banget berdua?&quot; jawabnya apa? jika anda kaum gay ingin dianggap wajar, anak2 yang awalnya normal akan bisa memiliki pandangan baru tentang orientasi sex nya.<br>tapi pribadi lagi tentang pertanyaan2 surveynya sih ga masalah punya tetangga/teman gay walo ada rasa resah, toh saya juga memiliki pemahaman bisa memilih mana yang baik dan benar, dan saya akan ajak orang tsb kembali ke jln yang bener. trims	
gilee GPA-nya 3.8 gokil lu!	
hmmm, saya ingin menyampaikan pendapat saya di sini<br>tp seperti warning di video, tolong tinggalkan dahulu semua prejudice kalian sebelum respon thd comment saya ini, mengingat comment ini mungkin cukup panjang<br>maaf jika saya tidak menggunakan akun asli, terus terang saya masih takut untuk come out<br>minta ijin menjelaskan kondisi saya<br>saya gay, di salah satu aplikasi anonymous chat, saya sering dpt pertanyaan ini:<br>1. Kenapa kamu jadi gay? --&gt; Tidak tahu, tiba2 saya sadar saya tertarik dengan sesama jenis<br>2. Yakin bukan krn pernah dpt sexual abuse waktu kecil? --&gt; saya tidak pernah sama sekali mendapatkan sexual abuse dr siapapun<br>3. Dari faktor lingkungan mungkin? --&gt; Masuk umur SMA, saya sadar klo apa yg saya rasakan itu tidak dpt diterima di masyarakat, jadi saya berusaha bergaul dengan teman2 yg alim dan menjauhi dunia gay ini untuk berusaha &quot;sembuh&quot;, walaupun akhirnya menyerah setelah mulai bekerja kira2 2 th yg lalu<br>4. Dari keluarga kurang harmonis kah? --&gt; Saya dibesarkan keluarga muslim yang taat tetapi orang tua tidak mengajarkan dengan cara memaksa, dan tipe keluarga saya adalah keluarga menengah yg cukup ideal, walaupun sedikit kekurangan, tp masih cukup untuk hidup sehari2<br>5. Sudah pernah berhubungan sex sesama jenis? --&gt; Sudah pernah, sebatas oral sex. Saya dan partner saya masih termasuk orang mungkin menurut kalian munafik. Kami merasa kalau kami masih harus menaati ajaran agama kami. Itu alasan utama saya jatuh cinta pada partner saya. Tetapi, kami memang tidak kuat membohongi diri sendiri.<br>6. Mengapa kamu memutuskan untuk melakukannya? Sudah berusaha &quot;sembuh&quot;? --&gt; Saya sudah berusaha untuk sembuh. Seperti saya katakan tadi, saya berusaha menjaga pergaulan saya. Saya jg berusaha mencari ustadz untuk berusaha &quot;sembuh&quot;, tapi mundur teratur karena metodenya terlalu memaksa &amp; saya mulai sadar saya tidak bisa sembuh, hanya perilaku sesksual saya yang bisa dikontrol. Setelah lulus kuliah dan bekerja, bertemulah saya dengan partner saya itu di salah satu forum kajian, dia sudah curiga kalau saya gay, jadilah dia bertanya pada saya masalah itu. Sebenarnya kami tidak bermaksud menjadi partner, tapi tidak sadar lama kelamaan kami saling bergantung<br>7. Gay itu sifatnya kecewek2an gitu? --&gt; Maaf, itu hanya stereotip. Ada yang seperti itu, tapi tidak semua. Saya dan partner tidak ada yang bersifat feminin. Kalau pengen penampilan rapi, kami masih sewajarnya laki2 bebenah diri.<br>8. Apakah kalian mendukung komunitas gay? --&gt; Hmmm, pertanyaan bagus. Kami sendiri pun bersikap begini: Di dunia gay, banyak jg macamnya seperti heteroseksual. Ada yang nakal (mencoba rekrut straight), mesum, ada jg yang kalem2 aja, yang penting j (klo boleh narsis, seperti kami :) ). Saya tidak muluk2 ingin gay dilegalkan, karena saya tahu ada dampak bawaannya, baik positif dan negatif. Tetapi, saya juga tidak mau ada hukuman terhadap kaum gay. Kalau ada yang mengancam hak yang berkaitan dengan hidup kalian boleh lah dihukum, itu hak kalian. Tapi, jika karena alasan agama, jujur saya akan menganggap kalian hypocrite. Saya sudah sering menemui orang2 seperti itu dan saya benci pada orang2 itu. Saya dan partner sadar kalau mungkin nanti kami masuk neraka. Tetapi, itu urusan kami, kalian sudah cukup mengingatkan kami  kami aja yang ngeyel, maka lunas sudah kewajiban kalian kepada Tuhan YME (tolong ingatkan dengan bahasa yang sopan tentunya :) ). Kalau masalah dosa atau tidaknya seseorang, bukankah kita sering mendengar masalah tersebut hanya milik Tuhan YME?<br>SEKIAN DAN TERIMA KASIH ATAS PERHATIANNYA :)<br>oh ya saya edit sedikit untuk menambahkan pendapat. Kalau anak kalian jadi gay? --&gt; tenang saja, saya sudah jelaskan di poin 8. Saya TIDAK meminta gay dilegalkan di Indonesia. Maka, kami mengerti bahwa anak itu adalah yang paling berharga bagi orang tua manapun. Kami tidak akan mengajarkan bahwa menjadi gay itu menyengkan atau apa. Justru karena kami merasakan sendiri bagaimana menjadi gay, kami malah ingin mengajarkan nggak enaknya jadi gay.<br>Sekali lagi terima kasih	
temen2ku yg LGBT ga pernah ngajakin jadi lesbian, tuh.. ga pernah ganggu2 juga.. kalo masalah gangguin kita mah sama aja kayak orang straight, cowok banyak juga yg suka godain cewek.. so it depends on the personality, ... love you, mbak sasaa	
can i just be your friens kak? gue setuju banget sama kak sacha. kalau aku punya temen lgbt aku mah terima ajaa soalnya dosanya ya dosa mereka, urusanya mereka sama tuhan, aku masih punya banyak dosa yg aku urusin, ngapain aku urusin dosa orang lain ya kan. tapi kalau ditanya mau ga jadi orang lesbian or gay ? aku jawabnya gamau, karena yah aku masih berpegangan sama agama aku. gapapalah open minded sama lgbt but sebisanya jangan sampe lah.. opini aku sih gitu	
Since when.. Anti LGBT close minded.. Ini masalah opini dan pendapat..<br>Indonesia ini mmg bukan negara agama, tapi orang - orangnya beragama yang dimana agama - agama yang Mayoritas menentang hubungan sesama jenis..<br>Ini adalah sebuah distorsi perilaku manusia..<br>Heran bisa saja ada orang yg mengkampanyekan hal - hal menyimpang begini..<br><br>May God Have Mercy on your soul..	
Kalau dibahas ga bakalan habis, Ka Sasa. Orang Indonesia pada umumnya kebanyakan terikat sekali oleh tradisi, norma dan agama. Sebenernya sih benar, kuncinya cuma &quot;kindness&quot; dan toleransi. Saya orang yang percaya adanya Tuhan, saya sekolah dulu di luar Indo dan hampir teman2 saya semua atheist. Apakah mereka orang yang jahat dan sering berbuat kejahatan? Nope. Baik banget dan helpful malah. Sedangkan rekan2 saya di Indo banyak yang berjilbab, jenggotan, ada yg rajin ke gereja tiap minggu sama sering quote dari Bible, Quran di sosmed, eh, tapi kerjaannya fitnah ama ngegosip, minum2, etc. Jadi kita boleh ga setuju sama lifestyle atau kepercayaan orang. Tapi ga perlu benci orang just because they are not like you. Mending mah happy2 aja, saya mah milih makan soto ayam aja ketimbang ngata2in orang/dengerin orang ngata2in.	
Thank you buat videonya Sacha. Indonesia mah memang konservatif sekali. Saya jg gay, tetapi sudah bilang orang tua, teman dan saudara, tidak semuanya bisa terima begitu gampangnya, apalagi dari orang tua. Tapi itu bukan salah orang tua, dan bukan salah saya. There is nobody to blame here :)<br><br>To readers, for your info, saya gay sejak seksualitas saya terbentuk, sekitar umur 13 tahun. Bukan dari sosial (hubungan horizontal), tetapi dari kelahiran dan dari pembentukan masa kecil (hubungan vertical). Dari dulu saya sudah berpikir kalau tidak akan diterima di negara dimana aku lahir, jadi selalu cenderung melarikan diri dari rumah. Bersyukur lahir di keluarga yang bisa menyekolahkan ke luar Indonesia, jadi pikiran saya lebih terbuka. Saya juga akhirnya punya kesempatan untuk mencari peluang di negara tetangga yang tidak menebarkan kebencian/kejijikan terhadap identitas saya. <br><br>Menurut saya pribadi sih setelah saya berani bilang ke orang2 terdekat saya, dan karena support yang saya dapatkan dari orang-orang yang toleransi dengan LGBT, saya jadi merasa dunia saya lebih besar daripada keadaan negara tempat aku dilahirkan. Semisal saya ditolak oleh 250 juta penduduk, masih ada 6 miliar orang di luar sana yang sebagian bisa menerima identitas saya. So, kenapa saya harus merasa kecil dan terbuang jika realita dunia kita masih banyak dipenuhi orang-orang yang melihat kita dengan kacamata kasih sayang dan kemanusiaan?<br><br>Untuk para LGBT yang sedang mengalami kesulitan, memang susah perjuangannya jika lahir sebagai minoritas, tetapi saya tidak akan menyerah karena saya cuma hidup sekali dan hal terbesar untuk mengucap syukur kepada hidup yang diberikan untuk saya saat ini yaitu untuk menerima jati diri saya apa adanya (ga cuma buat lgbt, for everyone who is born as minority out there.)<br><br>PS: Riset tentang &quot;sexual fludity&quot; mengatakan bahwa seksualias manusia itu sebenarnya fluid dan ada jarak nya. Ga ada orang yang 100% straight dan ga ada yg 100% gay, ada juga yg 50-50. Tetapi orientasi seksual seseorang sejak puber pasti ada yang &quot;pas&quot; untuk setiap individu. Mirip kaya ukuran sepatu yg nyaman. Untuk non-gay yang merasa takut, bisa dimengerti karena stigma sosial lingkungan tempat kita dibesarkan. Tetapi yg betul2 homophobic sampe mengancam/ hate speech / hate mail, saya cuma bisa bilang kalau setiap kali kita tidak menerima orang lain berdasarkan jati dirinya, kita selalu mulai dari tidak menerima jati diri sendiri terlebih dulu. I&#39;ll just leave it there.<br><br>Thanks! And keep living!	
